candidate,chemical_valid,contact_precision,dockq,dockq_fnat,dockq_irmsd_A,dockq_lrmsd_A,dockq_status,e3_anchor_local_rmsd_A,e3_ca_rmsd_A,e3_head_local_rmsd_A,e3_ligand_clashes_2A,e3_ligand_contacts_5A,e3_ligand_vdw_clashes,errors,joint_success,ligand_rmsd_A,ligand_success,ligand_symmetry_rmsd_A,native_contact_recall,no_ppi_fallback_success,pb_checks,pb_mol_fast_valid,poi_anchor_local_rmsd_A,poi_head_local_rmsd_A,poi_ligand_clashes_2A,poi_ligand_contacts_5A,poi_ligand_vdw_clashes,ppi_clashes_2A,ppi_contacts_5A,ppi_success,ppi_vdw_clashes,rank,seed,stereo_valid,steric_valid
s42_c29,True,0.005376344086021506,0.058996712926605244,0.04878048780487805,11.167975251434042,24.117600082413595,assessed,0.36380951681269097,28.984368135670568,,73,30,130,[],,9.746429573117721,False,9.726439520561087,0.04878048780487805,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.013545777378244682,,89,33,158,369,372,False,720,35,42,True,False
s42_c20,True,0.0,0.04112612599158347,0.0,9.525124954483552,25.616987446404238,assessed,0.01741446052880647,22.27468384567306,,81,29,138,[],,8.810742525529559,False,8.788671673055795,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.01831914020686938,,17,16,32,447,450,False,870,36,42,True,False
s43_c28,True,0.0049504950495049506,0.0536306066969377,0.04878048780487805,8.879988007408498,28.00187094995323,assessed,0.016878456236021067,60.69702357302434,,29,26,65,[],,13.035526401803546,False,13.035526401803546,0.04878048780487805,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.0176646315946234,,69,31,128,449,404,False,834,37,43,True,False
s42_c0,True,0.002207505518763797,0.06458790936160956,0.024390243902439025,8.106260632513623,21.400025138079467,assessed,0.020391776496944816,14.74127914367315,,40,29,89,[],,10.142122864022085,False,10.122984958064452,0.024390243902439025,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.016206262783610557,,36,24,70,485,453,False,928,38,42,True,False
s44_c29,True,0.001834862385321101,0.03136435626943407,0.024390243902439025,10.543063710031593,37.10432163582995,assessed,0.019493146121738525,44.36208380132214,,50,32,102,[],,7.5388476689672315,False,7.5388476689672315,0.024390243902439025,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.027621783153878407,,22,20,57,499,545,False,987,39,44,True,False
s43_c20,True,0.0,0.025136851685752495,0.0,10.040992093937364,35.723583422224124,assessed,0.35514399130431207,57.74118357626056,,79,34,145,[],,12.35272440920238,False,12.337057504127282,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.017589569035082173,,71,24,122,483,489,False,854,40,43,True,False
s43_c6,True,0.0,0.02328525623096325,0.0,11.898173260998343,35.50365328428205,assessed,0.02038399916929213,38.52595623352227,,66,22,114,[],,10.570491397272827,False,10.552002174508583,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.020673753742312458,,64,21,110,514,531,False,999,41,43,True,False
s43_c29,True,0.007285974499089253,0.06419596860858824,0.0975609756097561,11.268827147607443,29.30192787790941,assessed,0.04967094314247163,53.12727279101053,,89,28,158,[],,10.214026115159035,False,10.214026115159035,0.0975609756097561,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.016211836647365977,,30,21,55,529,549,False,1035,42,43,True,False
s44_c27,True,0.0055147058823529415,0.054211745419103785,0.07317073170731707,13.27465214296654,29.45855436575057,assessed,0.019772646015775146,50.62373348198652,,58,23,114,[],,10.386883952468013,False,10.386883952468013,0.07317073170731707,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.024536869181288164,,60,29,114,537,544,False,1018,43,44,True,False
s42_c21,True,0.0016207455429497568,0.03691637857664822,0.024390243902439025,11.243142709583553,31.254076136720805,assessed,0.017412583972778138,31.932567597413648,,45,25,103,[],,8.87530313734633,False,8.85428985441516,0.024390243902439025,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.017006726473233563,,22,18,38,592,617,False,1141,44,42,True,False
s44_c20,True,0.0016207455429497568,0.03691637857664822,0.024390243902439025,11.243142709583553,31.254076136720805,assessed,0.017412583972778138,31.932567597413648,,45,25,103,[],,8.87530313734633,False,8.85428985441516,0.024390243902439025,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.017006726473233563,,22,18,38,592,617,False,1141,45,44,True,False
s44_c10,True,0.0015698587127158557,0.026901043947755065,0.024390243902439025,12.336207316297305,40.72546858945528,assessed,0.018498095517096923,44.1590957483073,,36,31,74,[],,13.442072461051822,False,13.442072461051822,0.024390243902439025,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.018052961091666257,,16,18,30,609,637,False,1197,46,44,True,False
s42_c17,True,0.0,0.028439090524497623,0.0,10.795483945190567,31.878436735755272,assessed,0.017950664486975194,58.70489361330807,,15,23,26,[],,20.78798174291277,False,20.778869734667914,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.020388015234949517,,19,22,47,652,654,False,1235,47,42,True,False
s44_c24,True,0.0,0.02376941494476273,0.0,14.325922267211272,33.506375913698555,assessed,0.3575495878008339,48.22626424531607,,49,27,113,[],,13.48145721521906,False,13.466964965436762,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.023565976427364438,,44,35,99,613,620,False,1217,48,44,True,False
s44_c23,True,0.0,0.03687027813730175,0.0,10.56346645464679,26.8896737945821,assessed,0.022005350565594925,20.482931942926246,,89,36,161,[],,15.052871096998528,False,15.040202720941458,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.015746071954269077,,49,23,104,577,609,False,1119,49,44,True,False
s43_c24,True,0.02066772655007949,0.12796858862823413,0.3170731707317073,10.814025846561252,37.87280912331099,assessed,0.018951899151798585,41.76643457160022,,81,26,155,[],,10.407157167225765,False,10.407157167225765,0.3170731707317073,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.016342157519364638,,17,19,36,625,629,False,1208,50,43,True,False
s43_c27,True,0.0015313935681470138,0.0442836980533309,0.024390243902439025,12.863906277199295,26.227937625865653,assessed,0.02167796057710175,39.62942522825198,,53,35,110,[],,13.440179481468611,False,13.440179481468611,0.024390243902439025,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.020886211183475136,,71,33,136,636,653,False,1235,51,43,True,False
s42_c24,True,0.003129890453834116,0.055177383129871006,0.04878048780487805,10.218379071992588,26.135182845300385,assessed,0.018360190417530967,32.88544195656517,,69,30,133,[],,4.769124897826188,False,4.769124897826188,0.04878048780487805,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.027688330147208718,,24,20,50,672,639,False,1280,52,42,True,False
s42_c1,True,0.0061823802163833074,0.08483757648068067,0.0975609756097561,10.226614169222096,21.43423044871548,assessed,0.05126967784931999,36.26622265548759,,70,30,147,[],,15.208058150936953,False,15.195309919498335,0.0975609756097561,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.01435558401420398,,71,30,147,689,647,False,1335,53,42,True,False
s44_c4,True,0.0027472527472527475,0.07381221422406302,0.04878048780487805,9.079109422248345,20.550499244371494,assessed,0.023251603060978253,23.342650057146585,,68,36,112,[],,12.397585176163684,False,12.38228275113174,0.04878048780487805,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.01591550248126377,,42,25,85,729,728,False,1407,54,44,True,False
s43_c7,True,0.0,0.022364083497622506,0.0,13.688857129631,35.15649092218412,assessed,0.36655763539232467,46.610019549848495,,69,21,121,[],,10.131402653111689,False,10.112447848943065,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.023069483241391485,,55,28,106,719,773,False,1445,55,43,True,False
s43_c30,True,0.0013089005235602095,0.0333952796114429,0.024390243902439025,11.03389374085744,34.365725697277824,assessed,0.015808021642257527,61.5820229288385,,53,21,103,[],,9.981808758221005,False,9.962862964080442,0.024390243902439025,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.018329568028427005,,62,30,118,744,764,False,1473,56,43,True,False
s42_c8,True,0.0,0.020588299777928462,0.0,12.000529988332923,38.54191295055028,assessed,0.3529171824760669,37.9251269128229,,39,28,84,[],,7.264005775894352,False,7.23773571904435,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.017136131072689288,,24,19,45,803,743,False,1468,57,42,True,False
s43_c17,True,0.0,0.015382234809282642,0.0,13.503043134566397,45.33696257950062,assessed,0.050980204841607826,41.166280288431594,,77,38,139,[],,16.064315871773793,False,16.064315871773793,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.016013401285787897,,1,16,1,792,760,False,1516,58,43,True,False
s43_c19,True,0.0,0.018224828439251533,0.0,13.822960435772018,40.08212533852893,assessed,0.018515844765651965,48.07185976774254,,50,37,102,[],,16.166674069063,False,16.166674069063,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.01948033260584465,,44,26,99,790,742,False,1476,59,43,True,False
s44_c15,True,0.0,0.024224548285296698,0.0,10.49764356301647,36.05042170035771,assessed,0.3526668924215196,44.39315195624712,,73,28,134,[],,12.33117945220351,False,12.33117945220351,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.013958038239727319,,61,25,117,777,813,False,1550,60,44,True,False
s42_c31,True,0.00821917808219178,0.07375004060454361,0.14634146341463414,9.75514226700865,36.362610182594686,assessed,0.339479557711677,41.34979318614825,,59,32,116,[],,10.426202159395073,False,10.426202159395073,0.14634146341463414,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.02045344030557787,,57,20,102,804,730,False,1471,61,42,True,False
s44_c14,True,0.0,0.021964503566650345,0.0,15.413008537041733,34.73124724136674,assessed,0.019561476839691474,39.81839645560553,,61,24,128,[],,10.131209667904567,False,10.131209667904567,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.014967026729283576,,75,22,148,787,810,False,1539,62,44,True,False
s44_c26,True,0.01288659793814433,0.10848007306476594,0.24390243902439024,11.664744237218969,32.166416127135996,assessed,0.026750263776195698,61.23202413362631,,31,20,71,[],,13.102626160323105,False,13.08797359921246,0.24390243902439024,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.01569885832186565,,45,27,85,865,776,False,1610,63,44,True,False
s43_c23,True,0.0010395010395010396,0.026965009615360847,0.024390243902439025,12.443379930332027,40.504112232902855,assessed,0.370945888110327,63.723526586595355,,49,20,87,[],,10.469740860371937,False,10.45194445504924,0.024390243902439025,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.027981298795873733,,27,19,48,868,962,False,1734,64,43,True,False
s42_c5,True,0.001040582726326743,0.022302028818043756,0.024390243902439025,15.276193414435836,46.03678474818574,assessed,0.02034207638377261,52.23026774385995,,44,30,115,[],,10.686076477325257,False,10.686076477325257,0.024390243902439025,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.016827892139996355,,0,16,3,901,961,False,1819,65,42,True,False
s42_c18,True,0.006042296072507553,0.07331443051416475,0.14634146341463414,11.901504047250814,34.266321357924134,assessed,0.017302491520728863,69.53799373842277,,0,14,3,[],,15.954370815178658,False,15.94249129181495,0.14634146341463414,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.014651017957728286,,31,28,60,956,993,False,1835,66,42,True,False
s43_c31,True,0.005611672278338945,0.0628312260172874,0.12195121951219512,11.864139423933821,36.73881770690211,assessed,0.015481694996837062,56.51167241260037,,58,28,100,[],,7.474595850130675,False,7.474595850130675,0.12195121951219512,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.024104912329806823,,22,22,51,914,891,False,1743,67,43,True,False
s44_c1,True,0.0,0.013488752161130926,0.0,16.155985975990152,46.810660569077484,assessed,0.02244436439984983,60.847516066416496,,66,34,134,[],,13.673824294776328,False,13.659993975373633,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.018393416895398963,,22,19,47,936,882,False,1760,68,44,True,False
s42_c22,True,0.020022246941045607,0.18038766532959075,0.43902439024390244,8.771541954761018,30.128576762498422,assessed,0.3534787915283044,60.80076177350949,,5,15,12,[],,15.642905691798084,False,15.642905691798084,0.43902439024390244,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.0160657382167148,,84,35,145,971,899,False,1807,69,42,True,False
s44_c11,True,0.0010193679918450561,0.033050665799792774,0.024390243902439025,10.77245190903859,34.98440909602774,assessed,0.02254683181074945,31.600556177452564,,64,30,119,[],,15.49252686333204,False,15.49252686333204,0.024390243902439025,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.018504595753520876,,52,24,92,961,981,False,1865,70,44,True,False
s43_c3,True,0.0,0.018726333485370745,0.0,12.023312216212522,41.18595414278483,assessed,0.04786793466659789,49.13216817256109,,56,27,112,[],,12.304577140471567,False,12.289029369662137,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.015825429006264952,,27,20,44,996,959,False,1882,71,43,True,False
s43_c11,True,0.0,0.014448096462949285,0.0,15.468997646553575,45.28725471059646,assessed,0.017935235775535668,59.6219252283389,,84,26,154,[],,11.546235221175408,False,11.546235221175408,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.01720330333221061,,10,17,20,986,924,False,1932,72,43,True,False
s42_c30,True,0.0,0.01783064715905391,0.0,15.104679580920454,39.75010542779314,assessed,0.3549495481544703,59.52308011553663,,62,23,123,[],,11.490934266087415,False,11.474651129372278,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.017782791029481288,,44,23,88,1008,1017,False,1994,73,42,True,False
s43_c26,True,0.0,0.01636341488009893,0.0,14.037918395205017,42.884158053225846,assessed,0.017224896135079364,48.84879464667888,,55,25,106,[],,5.476408139202346,False,5.476408139202346,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.015573397342403747,,24,19,52,1056,1009,False,2026,74,43,True,False
s44_c28,True,0.0037735849056603774,0.05028356199471332,0.0975609756097561,11.116412712495881,44.36516444800496,assessed,0.023460278874876152,59.421812370179964,,57,26,103,[],,10.296259271601933,False,10.278702932685633,0.0975609756097561,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.014173545529446038,,17,19,32,1071,1060,False,2021,75,44,True,False
s44_c21,True,0.0,0.019071098606039397,0.0,12.049167901229048,40.6196195710212,assessed,0.014433209124538653,63.528552696490515,,55,23,95,[],,9.122864913717478,False,9.122864913717478,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.01753698999258356,,22,19,51,1081,1055,False,2107,76,44,True,False
s42_c6,True,0.0,0.013540988896312481,0.0,16.27010542494961,46.603558212731734,assessed,0.01488581671568046,53.200366191991634,,49,27,99,[],,7.362546736753948,False,7.336309358361017,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.017615290422854063,,16,17,30,1096,1098,False,2161,77,42,True,False
s43_c2,True,0.0,0.019361752086331393,0.0,14.8453162982026,37.86315504667542,assessed,0.021664128832145104,52.20433524892539,,39,17,75,[],,11.731644264580959,False,11.731644264580959,0.0,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.02167490946295676,,67,32,138,1068,1101,False,2063,78,43,True,False
s42_c14,True,0.004488330341113106,0.0609612121185929,0.12195121951219512,13.570386863407474,37.50207527886232,assessed,0.018531400318225835,57.53113104619522,,4,19,17,[],,7.335257312013567,False,7.3093809531893665,0.12195121951219512,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.01697011831687892,,30,27,57,1176,1114,False,2252,79,42,True,False
s44_c17,True,0.006375227686703097,0.08052675341610888,0.17073170731707318,12.922246895887097,34.396309999453344,assessed,0.019949092349468973,58.678418605548046,,31,28,67,[],,9.693341563367978,False,9.673440861849478,0.17073170731707318,,"{""mol_pred_loaded"": true, ""sanitization"": true, ""inchi_convertible"": true, ""all_atoms_connected"": true, ""no_radicals"": true, ""bond_lengths"": true, ""bond_angles"": true, ""internal_steric_clash"": true, ""aromatic_ring_flatness"": true, ""non-aromatic_ring_non-flatness"": true, ""double_bond_flatness"": true}",True,0.020153899311568198,,53,28,99,1150,1098,False,2185,80,44,True,False
